"Timestamp","Cinsiyet","Şirketiniz hangi lokasyonda?","Tam zamanlı mı yarı zamanlı mı çalışıyorsunuz?","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Kaç yıllık deneyiminiz var?","Çalıştığınız Sektor? (Otomotiv, Bankacilik, Saglik vs)","Pozisyonunuzun Ismi?","Pozisyonunuzun Ismi?","Aylık Ortalama Net Maaşınız? (Turk Lirasi)","Yıllık ek net gelirleriniz? (prim bonus ve benzeri gelirlerin toplamı)","Yan haklarınız nelerdir?","Temmuz & Ağustos dönemi zam oranınız nedir?"
"9/26/2024 1:02:53","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Diğer","Hukuk İşleri Yetkilisi","Hukuk İşleri Yetkilisi","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%11-%20"
"9/26/2024 1:12:30","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","12 ve ustu","Finans ve Muhasebe","muhasebeci ","Muhasebeci ","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Henuz belli degil"
"9/26/2024 1:13:57","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Finans ve Muhasebe","Müşteri temsilcisi ","Müşteri Temsilcisi ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/26/2024 1:14:45","Erkek","Türkiye","Tam zamanlı","Ofiste","100-149","1-3 Yıl","Otomotiv","Erp sorumlusu","Erp Sorumlusu","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/26/2024 1:16:36","Kadın","Türkiye","Yarı zamanlı","Ofiste","50-99","5-7 Yıl","Eğitim","Türkçe öğretmeni ","Türkçe Öğretmeni ","21.000-30.000 TL","111.000-150.000 TL","Yan hakkim yok","Almadım"
"9/26/2024 1:40:15","Kadın","Türkiye","Tam zamanlı","Hybrid","50-99","9-12 Yıl","Finans ve Muhasebe","Accounting supervisor ","Accounting Supervisor ","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%5-%10"
"9/26/2024 1:41:06","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","3-5 Yıl","Diğer","Brand Manager ","Brand Manager ","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"9/26/2024 1:45:23","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","İş Analisti","İş Analisti","51.000-60.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/26/2024 1:57:10","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","Satın alma ve planlama uzmanı","Satın Alma Ve Planlama Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu","%5-%10"
"9/26/2024 2:03:40","Kadın","Türkiye","Tam zamanlı","Uzaktan","50-99","0-1 Yıl","Dijital Medya ve Eğlence","İngilizce Müşteri Temsilcisi","İngilizce Müşteri Temsilcisi","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Henuz belli degil"
"9/26/2024 2:05:33","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","1-3 Yıl","Mühendislik","Satış sonrası hizmetler mühendisi ","Satış Sonrası Hizmetler Mühendisi ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/26/2024 2:29:53","Kadın","Yurt dışı","Tam zamanlı","Ofiste","50-99","1-3 Yıl","İnşaat","Santiye müdürü","Santiye Müdürü","91.000-100.000 TL","71.000-90.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Şirket Aracı","Almadım"
"9/26/2024 2:31:03","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","3-5 Yıl","Mühendislik","Satın alma mühendisi","Satın Alma Mühendisi","41.000-50.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%5-%10"
"9/26/2024 2:46:33","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Üretim","Metalurji Mühendisi","Metalurji Mühendisi","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/26/2024 3:02:00","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","7-9 Yıl","Diğer","Sosyal hizmet uzmanı/sosyal çalışmacı ","Sosyal Hizmet Uzmanı/Sosyal Çalışmacı ","41.000-50.000 TL","Ek gelirim yok","Yan hakkim yok","%5-%10"
"9/26/2024 4:17:38","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","12 ve ustu","Tekstil ve Hazır Giyim","Uluslararası Kapasite Planlama ve Analiz Uzmanı","Uluslararası Kapasite Planlama Ve Analiz Uzmanı","41.000-50.000 TL","20.000-30.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"9/26/2024 4:20:35","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","12 ve ustu","Telekomünikasyon","Ön muhasebe ","Ön Muhasebe ","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","%21-%35"
"9/26/2024 4:44:44","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Perakende ve E-tıcaret","etsy export specialist","Etsy Export Specialist","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Henuz belli degil"
"9/26/2024 4:54:46","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","5-7 Yıl","Eğitim","Öğretmen ","Öğretmen ","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","%5-%10"
"9/26/2024 5:31:47","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","7-9 Yıl","Sağlık ve Tıp","Hemşirelik","Hemşirelik","41.000-50.000 TL","Ek gelirim yok","Yan hakkim yok","%21-%35"
"9/26/2024 5:33:43","Erkek","Türkiye","Tam zamanlı","Ofiste","1-49","12 ve ustu","Üretim","Satış danışmanı","Satış Danışmanı","21.000-30.000 TL","Ek gelirim yok","Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/26/2024 5:37:51","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Diğer","Avukat","Avukat","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","%11-%20"
"9/26/2024 5:49:42","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","5-7 Yıl","Sağlık ve Tıp","Kalite güvence müdürü ve mesul müdür","Kalite Güvence Müdürü Ve Mesul Müdür","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı","%11-%20"
"9/26/2024 6:14:10","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","5-7 Yıl","Bilgi Teknolojileri ve Yazılım","Analist","Analist","91.000-100.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/26/2024 6:31:14","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","0-1 Yıl","Diğer","Kalite mühendisliği ","Kalite Mühendisliği ","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok, Şirket Telefonu","Almadım"
"9/26/2024 6:44:10","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Eğitim","Eğitim Teknolojileri Uzmanı","Eğitim Teknolojileri Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","Almadım"
"9/26/2024 7:12:59","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Diğer","Analist","Analist","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/26/2024 7:17:40","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Otomotiv","Operasyonel mükemmellik mühendisi ","Operasyonel Mükemmellik Mühendisi ","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/26/2024 7:22:44","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","3-5 Yıl","Sağlık ve Tıp","Psikolog ","Psikolog ","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/26/2024 7:26:02","Kadın","Türkiye","Yarı zamanlı","Hybrid","1-49","1-3 Yıl","Tekstil ve Hazır Giyim","Office supporter","Office Supporter","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok, Şirket Aracı","Almadım"
"9/26/2024 7:26:44","Kadın","Türkiye","Yarı zamanlı","Hybrid","1-49","0-1 Yıl","Diğer","Sales administrator ","Sales Administrator ","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/26/2024 7:39:03","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Havacılık","Süreç ve risk yönetimi lider mühendisi","Süreç Ve Risk Yönetimi Lider Mühendisi","91.000-100.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"9/26/2024 7:45:44","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Üretim","Uzman yardımcısı","Uzman Yardımcısı","21.000-30.000 TL","Ek gelirim yok","Ulaşım Yardımı","%11-%20"
"9/26/2024 7:50:54","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","5-7 Yıl","İnşaat","Uzman mimar","Uzman Mimar","41.000-50.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/26/2024 7:53:29","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","5-7 Yıl","Diğer","Banka müşteri temsilcisi ","Banka Müşteri Temsilcisi ","21.000-30.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/26/2024 8:06:46","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Üretim","Metot mühendisi","Metot Mühendisi","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","%21-%35"
"9/26/2024 8:07:00","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Finans ve Muhasebe","Kıdemli Eğitim Teknologu","Kıdemli Eğitim Teknologu","31.000-40.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"9/26/2024 8:11:24","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Eğitim","Visiting Instructor ","Visiting Instructor ","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","Henuz belli degil"
"9/26/2024 8:12:35","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","7-9 Yıl","Eğitim","Araştırma Görevlisi","Araştırma Görevlisi","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","%11-%20"
"9/26/2024 8:13:28","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","1-3 Yıl","Sağlık ve Tıp","Pazarlama Uzmanı","Pazarlama Uzmanı","31.000-40.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"9/26/2024 8:17:03","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","5-7 Yıl","Sağlık ve Tıp","Diyetisyen","Diyetisyen","51.000-60.000 TL","20.000-30.000 TL","Yan hakkim yok","%21-%35"
"9/26/2024 8:17:46","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Mühendislik","Mimar","Mimar","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/26/2024 8:20:00","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Tekstil ve Hazır Giyim","İç denetim sorunlusu","İç Denetim Sorunlusu","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/26/2024 8:25:35","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Finans ve Muhasebe","İş bankası Şube müşteri temsilcisi ","İş Bankası Şube Müşteri Temsilcisi ","31.000-40.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/26/2024 8:27:28","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Marka Pazarlama Uzmanı","Marka Pazarlama Uzmanı","81.000-90.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"9/26/2024 8:29:25","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","İnşaat","Mimar","Mimar","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/26/2024 8:30:35","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","5-7 Yıl","Mühendislik","Kalite Dokümantadyon","Kalite Dokümantadyon","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu","%11-%20"
"9/26/2024 8:32:06","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","7-9 Yıl","Sağlık ve Tıp","Finance Manager","Finance Manager","101.000-120.000 TL","111.000-150.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı","%11-%20"
"9/26/2024 8:33:29","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","12 ve ustu","Diğer","Zabıt katibi","Zabıt Katibi","41.000-50.000 TL","Ek gelirim yok","Ulaşım Yardımı","%21-%35"
"9/26/2024 8:37:27","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","Senior Data Scientist","Senior Data Scientist","51.000-60.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/26/2024 8:39:07","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Mühendislik","Ürün ağacı mühendisi ","Ürün Ağacı Mühendisi ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/26/2024 8:51:46","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Telekomünikasyon","Müşteri temsilcisi ","Müşteri Temsilcisi ","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/26/2024 8:54:06","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Diğer","Avukat","Avukat","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/26/2024 8:55:35","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","7-9 Yıl","Gıda ve İçecek","Ar-ge Yöneticisi","Ar-Ge Yöneticisi","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%11-%20"
"9/26/2024 8:57:17","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Sağlık ve Tıp","Tedarik Zinciri Uzmanı","Tedarik Zinciri Uzmanı","41.000-50.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%5-%10"
"9/26/2024 8:59:19","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Diğer","Dış ticaret operasyon","Dış Ticaret Operasyon","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok, Şirket Telefonu","%5-%10"
"9/26/2024 8:59:49","Kadın","Türkiye","Yarı zamanlı","Ofiste","1-49","5-7 Yıl","Diğer","Uzman psikolog","Uzman Psikolog","101.000-120.000 TL","Ek gelirim yok","Yan hakkim yok","%11-%20"
"9/26/2024 9:00:25","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","İş analisti","İş Analisti","81.000-90.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/26/2024 9:02:38","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","İnşaat","Denetci","Denetci","41.000-50.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/26/2024 9:23:40","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","0-1 Yıl","Bilgi Teknolojileri ve Yazılım","Business intelligence developer","Business Intelligence Developer","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","%11-%20"
"9/26/2024 9:23:46","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","9-12 Yıl","Eğitim","Öğretim görevlisi","Öğretim Görevlisi","71.000-80.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","%11-%20"
"9/26/2024 9:34:16","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","3-5 Yıl","Perakende ve E-tıcaret","Pazarlama Asistanı","Pazarlama Asistanı","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/26/2024 9:34:50","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Dijital Medya ve Eğlence","Sosyal Medya Yöneticisi","Sosyal Medya Yöneticisi","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/26/2024 9:45:58","Erkek","Türkiye","Tam zamanlı","Uzaktan","50-99","7-9 Yıl","Otomotiv","Lead Control Eng ","Lead Control Eng ","120.000 TL ve üstü","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/26/2024 9:46:42","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Diğer","Sosyal Hizmet Uzmanı","Sosyal Hizmet Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%36-%50"
"9/26/2024 9:47:14","Erkek","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","9-12 Yıl","Perakende ve E-tıcaret","Satış danışmanı ","Satış Danışmanı ","10.000-20.000 TL","20.000-30.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/26/2024 9:47:15","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","Senior Growth Specialist","Senior Growth Specialist","51.000-60.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","%11-%20"
"9/26/2024 9:47:16","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","0-1 Yıl","Diğer","Kalite Mühendisi ","Kalite Mühendisi ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","%5-%10"
"9/26/2024 9:48:23","Erkek","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Data Analyst","Data Analyst","61.000-70.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"9/26/2024 9:52:29","Kadın","Yurt dışı","Yarı zamanlı","Uzaktan","150-199","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Marketing Manager","Marketing Manager","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/26/2024 9:53:14","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Finans ve Muhasebe","Yatırım Bankacılığı Uzmanı","Yatırım Bankacılığı Uzmanı","71.000-80.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/26/2024 9:53:36","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","0-1 Yıl","Eğitim","İngilizce Öğretmeni","İngilizce Öğretmeni","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Henuz belli degil"
"9/26/2024 9:55:24","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Service delivery specialist ","Service Delivery Specialist ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"9/26/2024 9:58:21","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Üretim","Tasarımcı","Tasarımcı","61.000-70.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%36-%50"
"9/26/2024 10:05:00","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","0-1 Yıl","Mühendislik","Endüstriyel Tasarım Mühendisi","Endüstriyel Tasarım Mühendisi","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/26/2024 10:29:13","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","İnsan kaynakları uzmanı","İnsan Kaynakları Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/26/2024 10:30:52","Kadın","Yurt dışı","Tam zamanlı","Ofiste","50-99","3-5 Yıl","Turizm ve Konaklama","Muhasebe memuru","Muhasebe Memuru","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/26/2024 10:43:31","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Eğitim","Eğitim koordinatörü","Eğitim Koordinatörü","10.000-20.000 TL","51.000-70.000 TL","Yan hakkim yok","%5-%10"
"9/26/2024 10:48:54","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","0-1 Yıl","Bilgi Teknolojileri ve Yazılım","Business Analyst","Business Analyst","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%21-%35"
"9/26/2024 10:53:14","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Sr.Test Engineer ","Sr.Test Engineer ","81.000-90.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%21-%35"
"9/26/2024 10:58:35","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Mühendislik","Harita mühendisi ","Harita Mühendisi ","61.000-70.000 TL","Ek gelirim yok","Ulaşım Yardımı","Almadım"
"9/26/2024 10:58:39","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Gıda ve İçecek","Müşteri geri kazanım uzmanı","Müşteri Geri Kazanım Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
